Voie_ID,Nom_x,Distance (km),% Couverture correspondant (200m),Groupes nature voie,Énergie produite annuelle (kWh / m2 de panneau),Production pour 860m2 de panneau (kWh),SolarScore,latlon,Département,Région,temp_mean_c,sunshine_duration_mean_hour,ghi_mean_W_m2,Revenus annuels revente Enedis €,nbre annuel de charges velos,Eclairage urbain en Nbre lapamdaires alimentés/an,Equivalent conso annuelle en nbr de personnes,nbre annuel charges un BlueBus,nbre annuel km/BlueBus _12m
111,"EV3 - La Scandibérique / Voie Verte Mios - Bazas, de St-Symphorien à Le Nizan",17.0,1.18,Ancienne ligne ferrovière,81.65,70219,C,"(44.42866399999998, -0.482279)",Gironde,Nouvelle-Aquitaine,14.0,8.0,152.0,9128,140438,351,32,258,58086
112,Voie Verte des Deux Sarres,17.1,1.17,Bord de voie ferrée,71.58,61559,D,"(48.63430899999998, 7.008046000000001)",Moselle,Grand Est,12.0,7.0,135.0,8003,123118,308,28,226,50922
113,"EV4 - La Vélomaritime, de Dunkerque à Bray-Dunes",17.6,1.14,Bord de route,67.54,58084,E,"(50.969568999999986, 2.37129)",Nord,Hauts-de-France,12.0,7.0,130.0,7551,116168,290,26,214,48047
114,"EV5 - Via Romea Francigena, de Parc d'Olhain (Maisnil-lès-Ruitz) à Angres (intersection V32)",17.7,1.13,Voie verte,63.59,54687,E,"(50.39761699999998, 2.5825599999999995)",Pas-de-Calais,Hauts-de-France,11.0,7.0,125.0,7109,109374,273,25,201,45237
115,"EV17a - ViaRhôna, de Beaucaire à Arles",17.9,1.12,Voie verte,109.97,94574,B,"(43.678091999999985, 4.606740585031841)",Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,16.0,9.0,179.0,12295,189148,473,43,348,78232
116,"EV5 - Via Romea Francigena, de Ensisheim à Mulhouse",18.2,1.1,Bord de route,77.71,66831,D,"(47.751104, 7.340672)",Haut-Rhin,Grand Est,12.0,8.0,142.0,8688,133662,334,30,246,55283
117,Coulée verte du canal (de Belfort à Montbéliard),18.2,1.1,Bord de rivière ou canal,72.51,62359,D,"(47.522393, 6.795272)",Doubs,Bourgogne-Franche-Comté,11.0,7.0,139.0,8107,124718,312,28,229,51584
118,EV6 - de l'Atlantique à la Mer Noire / Loire à vélo / Voie Verte de Villandry à Tours,18.3,1.09,Bord de rivière ou canal,69.73,59968,E,"(47.343395, 0.510339)",Indre-et-Loire,Centre-Val de Loire,13.0,7.0,136.0,7796,119936,300,27,220,49606
119,Voie Verte du Pays de Valois,18.5,1.08,Ancienne ligne ferrovière,63.9,54954,E,"(49.12702799999999, 2.8659494174199804)",Oise,Hauts-de-France,12.0,6.0,129.0,7144,109908,275,25,202,45458
120,"EV8 / V80 - EV8 La Méditerranée à vélo, de Narbonne à Mirepeisset",18.6,1.08,Bord de route,102.05,87763,B,"(43.183583, 2.9222139044424082)",Aude,Occitanie,16.0,9.0,173.0,11409,175526,439,39,323,72598
121,Piste verte en Sumène-Artense,18.7,1.07,Bord de voie ferrée,81.42,70021,C,"(45.31049999999999, 2.392499)",Cantal,Auvergne-Rhône-Alpes,12.0,7.0,149.0,9103,140042,350,31,257,57922
122,"Piste de la Largue, de Dannemarie à Pfetterhouse",18.8,1.06,Bord de voie ferrée,72.84,62642,D,"(47.501759, 7.112011)",Territoire-de-Belfort,Bourgogne-Franche-Comté,11.0,7.0,139.0,8143,125284,313,28,230,51818
123,Voie Verte des Gaves,19.1,1.05,Bord de voie ferrée,75.47,64904,D,"(42.961218, -0.097906)",Hautes-Pyrénées,Occitanie,9.0,8.0,157.0,8438,129808,325,29,239,53689
124,"V16 - Avenue Verte London-Paris / Voie Verte de la Vallée de l'Epte, de Gisors à Bray-et-Lû",19.2,1.04,Bord de voie ferrée,64.51,55479,E,"(49.13866031604971, 1.651777)",Val-d'Oise,Normandie,12.0,7.0,129.0,7212,110958,277,25,204,45893
125,EV6 - Véloroute des Fleuves / Voie Verte de Diou à Digoin,19.3,1.04,Bord de rivière ou canal,77.42,66581,D,"(46.470867999999996, 3.761139)",Allier,Auvergne-Rhône-Alpes,12.0,8.0,145.0,8656,133162,333,30,245,55076
126,"V32 - Véloroute du Nord / Voie Verte de la Lys, de Dêulémont à Halluin",19.4,1.03,Bord de rivière ou canal,63.59,54687,E,"(50.724975, 2.939562)",Nord,Hauts-de-France,12.0,7.0,124.0,7109,109374,273,25,201,45237
127,"V50 - La Voie Bleue, Moselle-Saône à vélo, de Pompey à Laneuveville-devant-Nancy / Voie Verte Boucle de la Moselle - secteur Est",19.6,1.02,Bord de rivière ou canal,72.18,62075,D,"(48.65949799999999, 6.136406)",Meurthe-et-Moselle,Grand Est,11.0,7.0,136.0,8070,124150,310,28,228,51349
128,Voie Verte de la vallée de la Doller,19.7,1.02,Bord de voie ferrée,74.66,64208,D,"(47.741040999999996, 6.9175189999999995)",Territoire-de-Belfort,Bourgogne-Franche-Comté,10.0,7.0,140.0,8347,128416,321,29,236,53113
129,EV3 - Scandibérique / Trans'Oise de Lacroix-St-Ouen à Pont-Ste-Maxence,19.8,1.01,Voie verte,64.51,55479,E,"(49.30168599999999, 2.612144)",Oise,Hauts-de-France,12.0,7.0,128.0,7212,110958,277,25,204,45893
130,"V45 - La Littorale, de Vannes à St-Armel",19.9,1.01,Bord de route,74.61,64165,D,"(47.573392, -2.764273988512158)",Morbihan,Bretagne,13.0,8.0,145.0,8341,128330,321,29,236,53078
131,"EV1 - La Vélodyssée, de Biganos à La Teste-de-Buch",20.0,1.0,Bord de sentier,92.04,79154,C,"(44.609225366446395, -1.1566965960442)",Gironde,Nouvelle-Aquitaine,14.0,8.0,162.0,10290,158308,396,36,291,65477
132,Voie verte Trans-Semoysienne,20.3,0.99,Bord de rivière ou canal,61.77,53122,E,"(49.8562127607527, 4.741597056353971)",Ardennes,Grand Est,11.0,6.0,124.0,6906,106244,266,24,195,43943
133,"V833 - Axe Littoral, de Mandirac à Saint-Pierre-la-Mer",20.4,0.98,Bord de sentier,107.54,92484,B,"(43.111121, 3.0320980000000004)",Aude,Occitanie,16.0,9.0,176.0,12023,184968,462,42,340,76503
134,Voie Verte départementale Dainville - Saulty (Véloroute de la Mémoire),20.5,0.98,Bord de voie ferrée,63.59,54687,E,"(50.209229, 2.550529)",Pas-de-Calais,Hauts-de-France,11.0,6.0,125.0,7109,109374,273,25,201,45237
135,"EV5 - Via Romea Francigena, de Béthune à Parc d'Olhain (Maisnil-lès-Ruitz)",20.6,0.97,Bord de route,61.76,53114,E,"(50.44143599999998, 2.544466)",Pas-de-Calais,Hauts-de-France,12.0,6.0,125.0,6905,106228,266,24,195,43936
136,Voie Verte Le Chemin du train,20.7,0.97,Bord de voie ferrée,73.13,62892,D,"(46.91374407738829, 6.34625618564228)",Doubs,Bourgogne-Franche-Comté,10.0,7.0,141.0,8176,125784,314,28,231,52025
137,"EV5 - Via Romea Francigena / Voie Verte du Canal de la Sarre, de Sarralbe à Mittersheim",20.7,0.97,Bord de rivière ou canal,72.77,62582,D,"(48.86482995577035, 6.935468610442957)",Moselle,Grand Est,11.0,7.0,136.0,8136,125164,313,28,230,51768
138,Itinéraire du Chemin des Romains,20.8,0.96,Bord de route,72.78,62591,D,"(49.10983598272866, 6.83362304457473)",Moselle,Grand Est,11.0,7.0,135.0,8137,125182,313,28,230,51776
139,Voie douce de la Payre,21.3,0.94,Bord de voie ferrée,98.43,84650,B,"(44.694214, 4.576964)",Ardèche,Auvergne-Rhône-Alpes,11.0,9.0,165.0,11004,169300,423,38,311,70023
140,Liaison intercommunale Molsheim - Altdorf - Duppigheim- Entzheil - Lingolsheim - Strasbourg,21.3,0.94,Voie verte,74.03,63666,D,"(48.52486944878877, 7.4988060237476635)",Bas-Rhin,Grand Est,12.0,7.0,138.0,8277,127332,318,29,234,52665
141,"V50 - La Voie Bleue, Moselle-Saône à vélo, de Pont-à-Mousson à Pompey (Nancy)",21.5,0.93,Piste cyclable,72.48,62333,D,"(48.779211999999994, 6.051226248576977)",Meurthe-et-Moselle,Grand Est,11.0,7.0,136.0,8103,124666,312,28,229,51562
142,Voie Verte Itinéraire Airbus A380 en Haute-Garonne,21.5,0.93,Bord de route,86.83,74674,C,"(43.636924213279094, 1.15129459394361)",Haute-Garonne,Occitanie,14.0,8.0,159.0,9708,149348,373,34,275,61771
143,"V16a - Avenue Verte London - Paris, de Therdonne à Clermont",21.6,0.93,Bord de route,64.21,55221,E,"(49.376242785960386, 2.161852)",Oise,Hauts-de-France,12.0,7.0,128.0,7179,110442,276,25,203,45679
144,La Vigne à Vélo,22.1,0.9,Voie verte,113.07,97240,A,"(43.45665722166526, 6.419968645834898)",Var,Provence-Alpes-Côte d'Azur,16.0,9.0,181.0,12641,194480,486,44,358,80438
145,"EV5 - Via Romea Francigena / Voie Verte du canal de la Sarre, de Sarreguemines à Sarralbe",22.2,0.9,Bord de rivière ou canal,73.39,63115,D,"(49.002990165237, 7.030105921310613)",Moselle,Grand Est,11.0,7.0,135.0,8205,126230,316,28,232,52209
146,"V51a - Voie Verte de Bourgogne du sud, de St-Gengoux-le-National à Cluny",22.3,0.9,Ancienne ligne ferrovière,78.36,67390,D,"(46.424835, 4.66611)",Saône-et-Loire,Bourgogne-Franche-Comté,12.0,7.0,144.0,8761,134780,337,30,248,55745
147,"EV15 - Véloroute du Rhin, de Seltz à Drusenheim",22.3,0.9,Bord de route,74.02,63657,D,"(48.757226999999986, 7.952501815421089)",Bas-Rhin,Grand Est,12.0,8.0,136.0,8275,127314,318,29,234,52657
148,"V52 - Paris - Strasbourg, de Nancy à Einville-au-Jard / Voie verte du canal de la Marne au Rhin",22.4,0.89,Voie verte,73.09,62857,D,"(48.628468347035785, 6.232509097687702)",Meurthe-et-Moselle,Grand Est,12.0,7.0,137.0,8171,125714,314,28,231,51996
149,Avenue Verte de Tarentaise,22.4,0.89,Bord de sentier,87.12,74923,C,"(45.511305, 6.565159)",Savoie,Auvergne-Rhône-Alpes,11.0,8.0,157.0,9740,149846,375,34,275,61977
150,Voie Verte Lacanau - Arès,22.5,0.89,Bord de voie ferrée,89.26,76764,C,"(44.779506, -1.136632)",Gironde,Nouvelle-Aquitaine,14.0,8.0,156.0,9979,153528,384,35,282,63500
151,"EV5 / V52 - Via Romea Francigena : Paris - Strasbourg / Voie Verte du canal de la Marne au Rhin, de Saverne à Waltenheim-sur-Zorn",22.5,0.89,Bord de rivière ou canal,74.62,64173,D,"(48.739893, 7.361339)",Bas-Rhin,Grand Est,11.0,7.0,137.0,8342,128346,321,29,236,53084
152,"EV1 - La Vélodyssée, de Lège-Cap-Ferret à Biganos",22.8,0.88,Bord de sentier,86.54,74424,C,"(44.63826287190792, -1.143329)",Gironde,Nouvelle-Aquitaine,15.0,8.0,162.0,9675,148848,372,33,274,61564
153,"EV5-V32 - Via Romea Francigena / Véloroute Lille - Paris, de Lens à Don",23.0,0.87,Bord de rivière ou canal,62.99,54171,E,"(50.4213231427521, 2.7890669746593004)",Pas-de-Calais,Hauts-de-France,12.0,7.0,124.0,7042,108342,271,24,199,44811
154,"V43 - La Vélo Francette / Voie verte de la Suisse normande, de Thury-Harcourt à Pont-d'Ouilly",23.2,0.86,Voie verte,63.29,54429,E,"(48.873849733175504, -0.510786)",Calvados,Normandie,11.0,6.0,129.0,7076,108858,272,24,200,45024
155,"V16 - Avenue Verte London-Paris, Voie Verte du Pays de Bray, de Forges-les-Eaux à Mesnières en Bray",23.2,0.86,Bord de voie ferrée,62.34,53612,E,"(49.608211999999995, 1.3796611074728766)",Seine-Maritime,Normandie,11.0,6.0,127.0,6970,107224,268,24,197,44348
156,V91 - Promenade Périgord - Quercy,23.3,0.86,Bord de voie ferrée,81.07,69720,C,"(44.827643529013976, 1.231657)",Dordogne,Nouvelle-Aquitaine,14.0,8.0,152.0,9064,139440,349,31,256,57673
157,"EV19 - La Meuse à vélo / Voie Verte Trans-Ardennes, de Monthermé à Charleville-Mézières",23.3,0.86,Bord de rivière ou canal,61.77,53122,E,"(49.758307, 4.7238370000000005)",Ardennes,Grand Est,11.0,7.0,127.0,6906,106244,266,24,195,43943
158,V 3003 - Voie verte du Pont-du-Gard,23.3,0.86,Voie verte,107.23,92218,B,"(43.91265700000001, 4.40331537332972)",Gard,Occitanie,15.0,9.0,174.0,11988,184436,461,41,339,76283
159,"EV5 - Via Romea Francigena, de Calais à Ardres",23.5,0.85,Voie verte,69.07,59400,E,"(50.85054836224369, 1.8546870504537603)",Pas-de-Calais,Hauts-de-France,12.0,7.0,130.0,7722,118800,297,27,218,49136
160,La FrancoVéloSuisse,23.6,0.85,Voie verte,72.22,62109,D,"(47.50106, 6.859455)",Doubs,Bourgogne-Franche-Comté,11.0,7.0,139.0,8074,124218,311,28,228,51377
161,"EV1 - Vélodyssée, de La Trembalde à Royan / Voie Verte de La Tremblade à Saint-Palais-sur-Mer",24.2,0.83,Bord de route,89.56,77022,C,"(45.617568, -1.2307845781479803)",Charente-Maritime,Nouvelle-Aquitaine,14.0,8.0,160.0,10013,154044,385,35,283,63713
162,Voie Verte de Cuise-la-Motte à Soissons,24.2,0.83,Bord de voie ferrée,64.82,55745,E,"(49.3640142797837, 3.00041)",Oise,Hauts-de-France,12.0,6.0,128.0,7247,111490,279,25,205,46113
163,Voie Verte Lo Camin de Hé,24.2,0.83,Bord de voie ferrée,87.77,75482,C,"(43.867587, -1.309854)",Landes,Nouvelle-Aquitaine,15.0,8.0,160.0,9813,150964,377,34,278,62439
164,"V56 - St-Jacques à vélo via Vézelay / Voie Verte des Berges de l'Isle, de Bassillac à Marsac-sur-l'Isle",24.3,0.82,Bord de sentier,79.25,68155,D,"(45.174799, 0.6106)",Dordogne,Nouvelle-Aquitaine,14.0,8.0,149.0,8860,136310,341,31,251,56378
165,"EV4 - La Vélomaritime, de Honfleur au Havre",24.4,0.82,Bord de route,71.53,61516,D,"(49.417582930517, 0.096297803020272)",Calvados,Normandie,13.0,7.0,136.0,7997,123032,308,28,226,50886
166,Voie verte la Traverse,24.6,0.81,Ancienne ligne ferrovière,81.71,70271,C,"(46.262109382277, 5.078905119416654)",Ain,Auvergne-Rhône-Alpes,13.0,8.0,147.0,9135,140542,351,32,258,58129
167,"EV4 - La Vélomaritime, de Courseulles-sur-Mer à Bénouville",24.7,0.81,Bord de route,73.38,63107,D,"(49.24257399999999, -0.457735520389962)",Calvados,Normandie,12.0,7.0,136.0,8204,126214,316,28,232,52202
168,"EV15 - Voie Verte du canal du Rhône au Rhin, de Friesenheim à Artzenheim",24.7,0.81,Bord de rivière ou canal,76.48,65773,D,"(48.116679, 7.532893)",Haut-Rhin,Grand Est,12.0,8.0,140.0,8550,131546,329,30,242,54408
169,"EV3 - Scandibérique / Tour Charente, de Châteauneuf-sur-Charente à Reignac",25.2,0.79,Bord de route,79.18,68095,D,"(45.41961206805682, -0.180352)",Charente,Nouvelle-Aquitaine,13.0,8.0,148.0,8852,136190,340,31,250,56329
170,So vélo Marmande-Casteljaloux,25.3,0.79,Bord de voie ferrée,84.4,72584,C,"(44.28681299273104, 0.06207383763129639)",Lot-et-Garonne,Nouvelle-Aquitaine,14.0,8.0,152.0,9436,145168,363,33,267,60042
171,"V16a - Avenue Verte London - Paris, de St-Germer-de-Fly à Beauvais",25.4,0.79,Ancienne ligne ferrovière,62.98,54163,E,"(49.412724000000004, 1.7897822414358902)",Oise,Hauts-de-France,11.0,6.0,127.0,7041,108326,271,24,199,44804
172,"V34 - V34 : Véloroute du Canal des Ardennes / Voie verte Sud-Ardennes, de Rethel à Semuy",25.5,0.78,Bord de route,67.58,58119,E,"(49.474789841594585, 4.3607665177079)",Ardennes,Grand Est,12.0,7.0,131.0,7555,116238,291,26,214,48076
173,"Piste des bords de la Seine et de la Marne, de Charenton à Noisiel",25.5,0.78,Bord de rivière ou canal,64.85,55771,E,"(48.80508992154932, 2.40818832806483)",Val-de-Marne,Île-de-France,12.0,7.0,129.0,7250,111542,279,25,205,46134
174,Voie verte de la Vallée de la Vie,25.6,0.78,Ancienne ligne ferrovière,65.41,56253,E,"(48.91629446328069, 0.017606)",Calvados,Normandie,12.0,7.0,130.0,7313,112506,281,25,207,46533
175,"EV15 - Véloroute du Rhin, de Neuf-Brisach à Bantzenheim",25.7,0.78,Bord de route,77.71,66831,D,"(47.82434333861292, 7.512766)",Haut-Rhin,Grand Est,12.0,8.0,142.0,8688,133662,334,30,246,55283
176,EV6 - de l'Atlantique à la Mer Noire / V51,26.0,0.77,Bord de route,77.41,66573,D,"(46.745035, 4.495891)",Saône-et-Loire,Bourgogne-Franche-Comté,12.0,7.0,144.0,8654,133146,333,30,245,55070
177,"EV3 / V41 - EV3 : la Scandibérique / V41 : St-Jacques à vélo via Chartres, de La Brède à Hostens",26.0,0.77,Bord de voie ferrée,81.95,70477,C,"(44.492074, -0.663386)",Gironde,Nouvelle-Aquitaine,14.0,8.0,151.0,9162,140954,352,32,259,58299
178,V56 - de Castillon-de-Castets à Le Nizan-Gare,26.2,0.76,Bord de rivière ou canal,83.8,72068,C,"(44.462573999999975, -0.30122299999999996)",Gironde,Nouvelle-Aquitaine,14.0,8.0,152.0,9369,144136,360,32,265,59615
179,"V50 - La Voie Bleue, Moselle-Saône à vélo, de Charmes à Epinal",26.2,0.76,Piste cyclable,73.13,62892,D,"(48.18541399999998, 6.295418)",Vosges,Grand Est,11.0,7.0,137.0,8176,125784,314,28,231,52025
180,"IC33 - Véloroute de la vallée de la Bruche, de Schirmeck à Molsheim",26.2,0.76,Voie verte,74.64,64190,D,"(48.48123599999998, 7.2214670000000005)",Bas-Rhin,Grand Est,12.0,7.0,135.0,8345,128380,321,29,236,53098
181,"EV17 - ViaRhôna, de Caderousse à Avignon",26.4,0.76,Voie verte,109.04,93774,B,"(43.95257699999999, 4.7544653827598555)",Gard,Occitanie,15.0,9.0,177.0,12191,187548,469,42,345,77570
182,"EV5 - Via Romea Francigena / Voie Verte du canal de la Bruche, de Strasbourg à Molsheim",26.5,0.75,Bord de rivière ou canal,74.03,63666,D,"(48.53723050072369, 7.492129)",Bas-Rhin,Grand Est,12.0,7.0,138.0,8277,127332,318,29,234,52665
183,"EV19 - La Meuse à vélo, de Charleville-Mézières à Sedan",26.9,0.74,Bord de rivière ou canal,62.39,53655,E,"(49.692033, 4.725656260038555)",Ardennes,Grand Est,11.0,7.0,127.0,6975,107310,268,24,197,44384
184,"Le Canal des 2 mers à vélo (V80), en Haute-Garonne de Saint-Rustice à Toulouse",27.0,0.74,Bord de rivière ou canal,86.52,74407,C,"(43.61128, 1.300512)",Haute-Garonne,Occitanie,14.0,8.0,159.0,9673,148814,372,33,274,61550
185,"V56-V91 - St-Jacques à vélo, de Mouleydier à Pont-de-la-Beauze",27.2,0.74,Bord de rivière ou canal,80.46,69196,D,"(44.81930615216469, 0.193935)",Gironde,Nouvelle-Aquitaine,14.0,8.0,151.0,8995,138392,346,31,254,57239
186,"EV5 / V52 - Voie Verte du canal de la Marne au Rhin, de Waltenheim-sur-Zorn à Strasbourg",27.2,0.74,Bord de rivière ou canal,74.02,63657,D,"(48.573901000000006, 7.632746)",Bas-Rhin,Grand Est,12.0,7.0,138.0,8275,127314,318,29,234,52657
187,"Voie Verte de la vallée de la Baïse (V82), en Lot-et-Garonne",27.2,0.74,Bord de voie ferrée,84.11,72335,C,"(44.01350988907369, 0.29440141809185)",Lot-et-Garonne,Nouvelle-Aquitaine,14.0,8.0,155.0,9404,144670,362,33,266,59836
188,"V43 - La Vélo Francette / Voie verte de la Suisse normande, de Caen à Thury-Harcourt",27.3,0.73,Bord de voie ferrée,64.2,55212,E,"(48.988700183419795, -0.482578)",Calvados,Normandie,12.0,7.0,130.0,7178,110424,276,25,203,45672
189,"Pistes de la forêt de Compiègne, de Compiègne à Pierrefonds",27.5,0.73,Bord de sentier,63.28,54421,E,"(49.349458, 2.836146)",Oise,Hauts-de-France,12.0,7.0,128.0,7075,108842,272,24,200,45017
190,"V52 - Paris - Strasbourg, de Toul à Méréville / Voie verte du canal de la Marne au Rhin",27.8,0.72,Voie verte,73.08,62849,D,"(48.602306, 5.892032999999999)",Meurthe-et-Moselle,Grand Est,12.0,7.0,137.0,8170,125698,314,28,231,51989
191,"EV3 / V48 - Scandibérique / La Méridienne à vélo, de Châlette-sur-Loing à Châtillon-Coligny",27.8,0.72,Bord de rivière ou canal,68.82,59185,E,"(47.822271173181875, 2.72184581286255)",Loiret,Centre-Val de Loire,12.0,7.0,135.0,7694,118370,296,27,218,48958
192,"EV6 - de l'Atlantique à la Mer Noire / V51a : Tour de Bourgogne du sud, de Santenay à Chalon-sur-Saône",27.9,0.72,Bord de rivière ou canal,78.93,67880,D,"(46.776094, 4.693772)",Saône-et-Loire,Bourgogne-Franche-Comté,12.0,7.0,144.0,8824,135760,339,31,250,56151
193,La Voie Bressane / Louhans - Lons-le-Saunier,28.0,0.71,Voie verte,78.65,67639,D,"(46.62565, 5.24228)",Saône-et-Loire,Bourgogne-Franche-Comté,12.0,8.0,145.0,8793,135278,338,30,249,55951
194,"EV17 - Via Rhôna, de Jons à Lyon",28.1,0.71,Bord de rivière ou canal,84.73,72868,C,"(45.74812800000001, 4.83333)",Métropole de Lyon,Auvergne-Rhône-Alpes,13.0,8.0,152.0,9473,145736,364,33,268,60277
195,De Marseillan-Plage à Balaruc-le-Vieux - Partie nord du tour de l'étang de Thau,28.2,0.71,Bord de voie ferrée,109.35,94041,B,"(43.319171, 3.530954)",Hérault,Occitanie,16.0,9.0,178.0,12225,188082,470,42,346,77791
196,V65 - de Port-Grimaud à Fréjus / Parcours cyclable du littoral,28.5,0.7,Voie verte,115.82,99605,A,"(43.26725, 6.5733)",Var,Provence-Alpes-Côte d'Azur,17.0,10.0,184.0,12949,199210,498,45,366,82394
197,"EV3 / V52 - Scandibérique, de Claye-Souilly à Paris / Paris - Strasbourg / Voie Verte du Canal de l'Ourcq",28.6,0.7,Bord de rivière ou canal,63.3,54438,E,"(48.85383999569388, 2.3443464781422216)",Paris,Ile-de-France,13.0,7.0,129.0,7077,108876,272,24,200,45031
198,Véloroute du Pays de Bitche,28.7,0.7,Voie verte,71.86,61800,D,"(48.98696948940828, 7.35652582615069)",Moselle,Grand Est,11.0,7.0,134.0,8034,123600,309,28,227,51121
199,Voie Verte de la forêt de la Hardt,28.9,0.69,Bord de sentier,75.57,64990,D,"(47.652878999999984, 7.441809054973601)",Haut-Rhin,Grand Est,12.0,7.0,141.0,8449,129980,325,29,239,53760
200,"Voie Verte du Canal du Midi à Montségur, tronçon Moulin-Neuf à Bram",29.5,0.68,Bord de voie ferrée,91.72,78879,C,"(43.077260882102586, 1.94825149642393)",Ariège,Occitanie,14.0,8.0,164.0,10254,157758,394,35,290,65249
201,"V31 - Véloroute de la Forêt de Mormal, de Denain à Le Quesnoy",29.5,0.68,Bord de route,62.09,53397,E,"(50.250219, 3.385733)",Nord,Hauts-de-France,12.0,7.0,126.0,6942,106794,267,24,196,44170
202,"EV3 - Scandibérique / Voie Verte du canal du Loing, de Nemours à Châlette-sur-Loing",29.6,0.68,Bord de rivière ou canal,68.84,59202,E,"(48.02707399999999, 2.688869)",Loiret,Centre-Val de Loire,12.0,7.0,134.0,7696,118404,296,27,218,48972
203,"Voie Verte le Chemin vert, liaison entre voie Bleue (V50) et vallée du Doubs (EV6)",29.7,0.67,Ancienne ligne ferrovière,72.84,62642,D,"(47.439417999999975, 6.1534959050295805)",Haute-Saône,Bourgogne-Franche-Comté,11.0,7.0,140.0,8143,125284,313,28,230,51818
204,"EV6 - La Loire à Vélo, de La Charité-sur-Loire à Cuffy (pont de Guétin)",29.8,0.67,Bord de rivière ou canal,72.83,62634,D,"(46.94703199999999, 3.00836)",Cher,Centre-Val de Loire,12.0,7.0,140.0,8142,125268,313,28,230,51811
205,"EV15 - Voie Verte du canal du Rhône au Rhin, de Strasbourg à Friesenheim",29.9,0.67,Bord de rivière ou canal,74.03,63666,D,"(48.319261, 7.649841)",Bas-Rhin,Grand Est,12.0,8.0,138.0,8277,127332,318,29,234,52665
206,"V50 - La Voie Bleue, Moselle-Saône à vélo / Voie Verte Chemin de la Moselle, de Apach à Thionville",30.2,0.66,Bord de sentier,69.1,59426,E,"(49.353266999999995, 6.174994999999999)",Moselle,Grand Est,12.0,7.0,133.0,7725,118852,297,27,218,49158
207,"EV3 / V41 - EV3 : La Scandibérique / V41 : St-Jacques à vélo via Chartres, de Bordeaux à La Brède",30.2,0.66,Bord de route,81.66,70228,C,"(44.6808300848914, -0.618537)",Gironde,Nouvelle-Aquitaine,14.0,8.0,151.0,9130,140456,351,32,258,58093
208,Véloroute de l'Ill (sud),30.4,0.66,Voie verte,74.36,63950,D,"(47.46957299999998, 7.210009)",Haut-Rhin,Grand Est,11.0,7.0,139.0,8314,127900,320,29,235,52900
209,"V830 - La Rétro-Littorale, de Poussan à Montpellier",30.6,0.65,Ancienne ligne ferrovière,107.54,92484,B,"(43.46906604866399, 3.6730871601534743)",Hérault,Occitanie,16.0,9.0,176.0,12023,184968,462,42,340,76503
210,"EV3 - Scandibérique / EV6 : de l'Atlantique à la Mer Noire / La Loire à vélo, de Amboise à Tours",30.7,0.65,Bord de route,68.53,58936,E,"(47.370212, 0.688732)",Indre-et-Loire,Centre-Val de Loire,13.0,7.0,136.0,7662,117872,295,27,217,48752
211,"EV1 - La Vélodyssée, de Royan à Montalivet / Voie Verte du Littoral Atlantique",30.8,0.65,Bord de route,89.27,76772,C,"(45.37166185415559, -1.158356)",Gironde,Nouvelle-Aquitaine,14.0,8.0,157.0,9980,153544,384,35,282,63506
212,"V51a - Voie Verte de Bourgogne du sud en Val Lamartinien, de Cluny à Mâcon",31.0,0.65,Bord de voie ferrée,79.59,68447,D,"(46.289898, 4.654413)",Rhône,Auvergne-Rhône-Alpes,11.0,8.0,146.0,8898,136894,342,31,252,56620
213,V66 - La Rétro littorale de Sommières à Nîmes / Voie Verte de la Vaunage),31.1,0.64,Bord de voie ferrée,105.73,90928,B,"(43.766056, 4.09137158840307)",Gard,Occitanie,15.0,9.0,174.0,11821,181856,455,41,334,75216
214,"EV1 - Vélodyssée, de Marennes à La Tremblade / Voie verte de Ronce les Bains à La Tremblade",31.2,0.64,Bord de route,88.95,76497,C,"(45.697288131053824, -1.233796)",Charente-Maritime,Nouvelle-Aquitaine,14.0,8.0,158.0,9945,152994,382,34,281,63279
